"participant","accuracy","rt","stimulus","age","gender"
81,"0","574","ends",28,"female"
81,"1","438","ceases",28,"female"
81,"1","415","avoids",28,"female"
81,"1","370","determines",28,"female"
81,"1","403","blocks",28,"female"
81,"0","753","precludes",28,"female"
81,"1","351","averts",28,"female"
81,"1","379","halts",28,"female"
81,"1","391","stops",28,"female"
81,"1","364","blocks",28,"female"
81,"1","435","avoids",28,"female"
81,"1","357","influences",28,"female"
81,"1","377","ends",28,"female"
81,"1","427","produces",28,"female"
81,"1","386","averts",28,"female"
81,"0","792","precludes",28,"female"
81,"1","383","starts",28,"female"
81,"1","457","halts",28,"female"
81,"1","498","stops",28,"female"
81,"1","486","produces",28,"female"
81,"1","331","predicts",28,"female"
81,"1","430","results in",28,"female"
81,"1","440","affects",28,"female"
81,"0","743","ceases",28,"female"
81,"0","612","determines",28,"female"
81,"1","451","ceases",28,"female"
81,"1","436","influences",28,"female"
81,"1","391","ends",28,"female"
81,"0","550","starts",28,"female"
81,"1","652","halts",28,"female"
81,"0","695","averts",28,"female"
81,"0","720","blocks",28,"female"
81,"1","513","avoids",28,"female"
81,"0","482","leads to",28,"female"
81,"0","581","precludes",28,"female"
81,"0","619","stops",28,"female"
81,"1","688","ceases",28,"female"
81,"1","459","produces",28,"female"
81,"0","727","stops",28,"female"
81,"0","842","precludes",28,"female"
81,"1","369","results in",28,"female"
81,"1","432","ends",28,"female"
81,"1","597","averts",28,"female"
81,"0","460","blocks",28,"female"
81,"0","644","halts",28,"female"
81,"1","469","avoids",28,"female"
81,"0","851","precludes",28,"female"
81,"1","495","averts",28,"female"
81,"1","513","affects",28,"female"
81,"0","562","stops",28,"female"
81,"1","566","predicts",28,"female"
81,"1","420","determines",28,"female"
81,"0","629","ceases",28,"female"
81,"1","405","ends",28,"female"
81,"1","371","leads to",28,"female"
81,"1","381","influences",28,"female"
81,"1","401","starts",28,"female"
81,"1","395","leads to",28,"female"
81,"1","323","results in",28,"female"
81,"1","432","avoids",28,"female"
81,"1","429","influences",28,"female"
81,"0","680","starts",28,"female"
81,"1","317","affects",28,"female"
81,"1","371","blocks",28,"female"
81,"0","451","determines",28,"female"
81,"0","729","predicts",28,"female"
81,"1","294","produces",28,"female"
81,"1","428","affects",28,"female"
81,"0","544","halts",28,"female"
81,"1","438","ends",28,"female"
81,"1","363","results in",28,"female"
81,"1","338","determines",28,"female"
81,"0","772","precludes",28,"female"
81,"1","385","stops",28,"female"
81,"1","363","avoids",28,"female"
81,"1","399","ceases",28,"female"
81,"1","490","halts",28,"female"
81,"0","587","blocks",28,"female"
81,"1","393","predicts",28,"female"
81,"1","376","leads to",28,"female"
81,"0","650","averts",28,"female"
81,"1","403","averts",28,"female"
81,"0","771","precludes",28,"female"
81,"1","355","stops",28,"female"
81,"1","344","produces",28,"female"
81,"1","380","avoids",28,"female"
81,"1","493","ceases",28,"female"
81,"1","398","influences",28,"female"
81,"1","429","starts",28,"female"
81,"1","355","leads to",28,"female"
81,"1","417","ends",28,"female"
81,"1","346","produces",28,"female"
81,"0","577","halts",28,"female"
81,"1","422","blocks",28,"female"
81,"1","335","avoids",28,"female"
81,"1","600","predicts",28,"female"
81,"1","354","determines",28,"female"
81,"1","319","results in",28,"female"
81,"0","661","precludes",28,"female"
81,"1","379","affects",28,"female"
81,"1","386","starts",28,"female"
81,"1","344","blocks",28,"female"
81,"1","551","ceases",28,"female"
81,"1","389","influences",28,"female"
81,"1","337","results in",28,"female"
81,"1","373","influences",28,"female"
81,"0","744","determines",28,"female"
81,"1","391","leads to",28,"female"
81,"1","391","affects",28,"female"
81,"0","647","halts",28,"female"
81,"1","464","ends",28,"female"
81,"1","470","averts",28,"female"
81,"1","326","stops",28,"female"
81,"1","541","starts",28,"female"
81,"1","436","produces",28,"female"
81,"1","391","predicts",28,"female"
81,"1","642","avoids",28,"female"
81,"1","933","leads to",28,"female"
81,"1","393","starts",28,"female"
81,"1","557","produces",28,"female"
81,"1","467","blocks",28,"female"
81,"0","690","halts",28,"female"
81,"0","825","precludes",28,"female"
81,"1","403","averts",28,"female"
81,"1","368","influences",28,"female"
81,"1","411","results in",28,"female"
81,"1","346","predicts",28,"female"
81,"0","664","determines",28,"female"
81,"1","453","affects",28,"female"
81,"1","484","ends",28,"female"
81,"1","348","stops",28,"female"
81,"0","627","ceases",28,"female"
81,"1","355","precludes",28,"female"
81,"1","416","ceases",28,"female"
81,"1","483","produces",28,"female"
81,"1","361","determines",28,"female"
81,"1","432","results in",28,"female"
81,"1","398","predicts",28,"female"
81,"1","536","starts",28,"female"
81,"1","345","averts",28,"female"
81,"1","395","avoids",28,"female"
81,"1","337","stops",28,"female"
81,"1","348","ends",28,"female"
81,"0","605","affects",28,"female"
81,"1","358","influences",28,"female"
81,"1","408","leads to",28,"female"
81,"0","609","halts",28,"female"
81,"1","468","blocks",28,"female"
81,"0","477","avoids",28,"female"
81,"1","371","leads to",28,"female"
81,"1","331","predicts",28,"female"
81,"1","363","determines",28,"female"
81,"1","417","stops",28,"female"
81,"1","364","precludes",28,"female"
81,"1","462","blocks",28,"female"
81,"1","407","halts",28,"female"
81,"0","644","ceases",28,"female"
81,"1","431","ends",28,"female"
81,"1","539","averts",28,"female"
81,"0","590","affects",28,"female"
81,"0","418","influences",28,"female"
81,"0","700","ceases",28,"female"
81,"1","483","ends",28,"female"
81,"1","535","averts",28,"female"
81,"0","666","produces",28,"female"
81,"1","408","starts",28,"female"
81,"1","589","avoids",28,"female"
81,"1","630","precludes",28,"female"
81,"0","718","results in",28,"female"
81,"1","721","predicts",28,"female"
81,"1","663","stops",28,"female"
81,"1","598","produces",28,"female"
81,"1","537","affects",28,"female"
81,"1","462","results in",28,"female"
81,"1","374","starts",28,"female"
81,"0","1276","halts",28,"female"
81,"1","461","blocks",28,"female"
81,"1","581","leads to",28,"female"
81,"1","334","ceases",28,"female"
81,"1","451","avoids",28,"female"
81,"0","575","influences",28,"female"
81,"1","462","determines",28,"female"
81,"1","374","affects",28,"female"
81,"1","371","produces",28,"female"
81,"1","404","results in",28,"female"
81,"1","376","influences",28,"female"
81,"1","363","leads to",28,"female"
81,"1","426","blocks",28,"female"
81,"0","611","determines",28,"female"
81,"0","641","precludes",28,"female"
81,"0","649","starts",28,"female"
81,"1","401","averts",28,"female"
81,"1","314","stops",28,"female"
81,"1","457","predicts",28,"female"
81,"0","522","halts",28,"female"
81,"1","409","ends",28,"female"
75,"1","1442","starts",29,"female"
75,"1","519","affects",29,"female"
75,"1","729","halts",29,"female"
75,"1","799","precludes",29,"female"
75,"1","1007","results in",29,"female"
75,"1","923","averts",29,"female"
75,"1","792","leads to",29,"female"
75,"0","1062","avoids",29,"female"
75,"1","541","blocks",29,"female"
75,"1","664","influences",29,"female"
75,"1","549","determines",29,"female"
75,"1","514","produces",29,"female"
75,"1","616","ends",29,"female"
75,"1","849","predicts",29,"female"
75,"0","1320","determines",29,"female"
75,"1","859","ceases",29,"female"
75,"1","687","affects",29,"female"
75,"1","561","influences",29,"female"
75,"1","527","predicts",29,"female"
75,"1","664","produces",29,"female"
75,"1","531","stops",29,"female"
75,"1","768","leads to",29,"female"
75,"0","1113","results in",29,"female"
75,"1","669","blocks",29,"female"
75,"1","363","stops",29,"female"
75,"1","662","starts",29,"female"
75,"1","1000","ceases",29,"female"
75,"1","1334","avoids",29,"female"
75,"1","840","leads to",29,"female"
75,"1","786","precludes",29,"female"
75,"1","589","halts",29,"female"
75,"1","499","ends",29,"female"
75,"1","972","predicts",29,"female"
75,"1","703","averts",29,"female"
75,"0","1556","starts",29,"female"
75,"1","895","precludes",29,"female"
75,"0","1940","stops",29,"female"
75,"1","975","results in",29,"female"
75,"1","673","produces",29,"female"
75,"0","1031","averts",29,"female"
75,"1","629","avoids",29,"female"
75,"1","1345","determines",29,"female"
75,"1","594","ends",29,"female"
75,"1","772","affects",29,"female"
75,"1","593","blocks",29,"female"
75,"1","584","halts",29,"female"
75,"1","605","ceases",29,"female"
75,"1","737","influences",29,"female"
75,"1","777","leads to",29,"female"
75,"1","555","produces",29,"female"
75,"1","508","influences",29,"female"
75,"1","491","halts",29,"female"
75,"0","1370","determines",29,"female"
75,"1","1114","affects",29,"female"
75,"1","896","ceases",29,"female"
75,"1","539","stops",29,"female"
75,"1","484","blocks",29,"female"
75,"1","469","ends",29,"female"
75,"1","694","precludes",29,"female"
75,"1","604","starts",29,"female"
75,"0","1169","averts",29,"female"
75,"1","770","predicts",29,"female"
75,"1","758","results in",29,"female"
75,"1","1064","avoids",29,"female"
75,"1","786","produces",29,"female"
75,"1","634","blocks",29,"female"
75,"0","982","determines",29,"female"
75,"1","798","ends",29,"female"
75,"1","1598","influences",29,"female"
75,"1","1213","avoids",29,"female"
75,"1","604","starts",29,"female"
75,"1","811","leads to",29,"female"
75,"0","896","averts",29,"female"
75,"0","1245","predicts",29,"female"
75,"0","1873","precludes",29,"female"
75,"1","816","stops",29,"female"
75,"1","684","affects",29,"female"
75,"1","1160","halts",29,"female"
75,"1","732","results in",29,"female"
75,"1","480","ceases",29,"female"
75,"1","634","ends",29,"female"
75,"1","520","predicts",29,"female"
75,"1","534","averts",29,"female"
75,"1","473","stops",29,"female"
75,"1","593","affects",29,"female"
75,"1","459","leads to",29,"female"
75,"1","539","starts",29,"female"
75,"0","900","precludes",29,"female"
75,"1","449","avoids",29,"female"
75,"1","578","ceases",29,"female"
75,"0","764","influences",29,"female"
75,"1","891","determines",29,"female"
75,"1","543","blocks",29,"female"
75,"1","597","results in",29,"female"
75,"1","610","produces",29,"female"
75,"1","786","starts",29,"female"
75,"1","617","halts",29,"female"
75,"1","844","determines",29,"female"
75,"1","446","blocks",29,"female"
75,"1","390","stops",29,"female"
75,"1","590","predicts",29,"female"
75,"1","654","ceases",29,"female"
75,"1","1124","leads to",29,"female"
75,"1","540","ends",29,"female"
75,"0","1249","averts",29,"female"
75,"1","412","precludes",29,"female"
75,"0","1131","affects",29,"female"
75,"1","497","produces",29,"female"
75,"1","750","halts",29,"female"
75,"1","691","results in",29,"female"
75,"1","631","influences",29,"female"
75,"1","616","avoids",29,"female"
75,"1","515","halts",29,"female"
75,"0","959","leads to",29,"female"
75,"1","518","ends",29,"female"
75,"1","563","stops",29,"female"
75,"1","1177","determines",29,"female"
75,"1","683","predicts",29,"female"
75,"1","697","starts",29,"female"
75,"0","1155","precludes",29,"female"
75,"1","672","avoids",29,"female"
75,"1","605","averts",29,"female"
75,"1","347","blocks",29,"female"
75,"1","448","ceases",29,"female"
75,"1","545","ceases",29,"female"
75,"0","1084","results in",29,"female"
75,"1","645","influences",29,"female"
75,"1","631","affects",29,"female"
75,"1","703","blocks",29,"female"
75,"0","1890","averts",29,"female"
75,"1","669","produces",29,"female"
75,"0","1081","influences",29,"female"
75,"1","782","stops",29,"female"
75,"1","810","affects",29,"female"
75,"1","655","determines",29,"female"
75,"1","629","results in",29,"female"
75,"0","1253","precludes",29,"female"
75,"1","386","ends",29,"female"
75,"1","506","produces",29,"female"
75,"1","532","avoids",29,"female"
75,"1","612","predicts",29,"female"
75,"1","845","starts",29,"female"
75,"1","1285","leads to",29,"female"
75,"1","827","determines",29,"female"
75,"1","448","results in",29,"female"
75,"1","447","halts",29,"female"
75,"1","966","predicts",29,"female"
75,"1","652","starts",29,"female"
75,"0","2566","halts",29,"female"
75,"1","717","avoids",29,"female"
75,"1","373","stops",29,"female"
75,"1","752","affects",29,"female"
75,"1","623","precludes",29,"female"
75,"1","532","averts",29,"female"
75,"1","591","leads to",29,"female"
75,"0","1033","produces",29,"female"
75,"1","543","ends",29,"female"
75,"1","532","ceases",29,"female"
75,"1","525","influences",29,"female"
75,"1","634","blocks",29,"female"
75,"1","953","stops",29,"female"
75,"1","496","produces",29,"female"
75,"1","501","blocks",29,"female"
75,"1","564","affects",29,"female"
75,"1","615","predicts",29,"female"
75,"0","915","precludes",29,"female"
75,"0","1040","determines",29,"female"
75,"1","1016","results in",29,"female"
75,"0","1072","halts",29,"female"
75,"1","404","ends",29,"female"
75,"1","623","ceases",29,"female"
75,"1","511","avoids",29,"female"
75,"1","421","averts",29,"female"
75,"0","1125","influences",29,"female"
75,"1","581","ends",29,"female"
75,"0","1348","precludes",29,"female"
75,"1","1316","starts",29,"female"
75,"1","1019","halts",29,"female"
75,"1","1117","averts",29,"female"
75,"1","699","ceases",29,"female"
75,"1","585","blocks",29,"female"
75,"0","1211","leads to",29,"female"
75,"1","835","avoids",29,"female"
75,"1","457","stops",29,"female"
75,"0","999","starts",29,"female"
75,"1","676","stops",29,"female"
75,"1","898","leads to",29,"female"
75,"1","823","determines",29,"female"
75,"1","465","predicts",29,"female"
75,"1","638","produces",29,"female"
75,"1","828","results in",29,"female"
75,"1","637","influences",29,"female"
75,"1","494","averts",29,"female"
75,"1","907","precludes",29,"female"
75,"0","1157","affects",29,"female"
75,"0","999","avoids",29,"female"
75,"1","746","starts",29,"female"
75,"1","743","predicts",29,"female"
75,"1","548","results in",29,"female"
75,"1","700","produces",29,"female"
75,"1","1148","leads to",29,"female"
75,"1","809","influences",29,"female"
75,"1","614","affects",29,"female"
75,"1","610","determines",29,"female"
75,"1","652","blocks",29,"female"
75,"1","485","halts",29,"female"
75,"1","412","ends",29,"female"
75,"1","678","starts",29,"female"
75,"1","540","predicts",29,"female"
75,"1","640","ceases",29,"female"
75,"1","785","influences",29,"female"
75,"1","575","affects",29,"female"
75,"1","657","determines",29,"female"
75,"1","458","ends",29,"female"
75,"1","413","averts",29,"female"
75,"1","616","produces",29,"female"
75,"1","638","halts",29,"female"
75,"0","1020","avoids",29,"female"
75,"1","669","leads to",29,"female"
75,"0","1216","results in",29,"female"
75,"0","1196","ceases",29,"female"
75,"1","735","blocks",29,"female"
75,"1","577","results in",29,"female"
75,"0","1575","determines",29,"female"
75,"1","780","stops",29,"female"
75,"1","1270","precludes",29,"female"
75,"1","982","produces",29,"female"
75,"1","650","influences",29,"female"
75,"0","1590","averts",29,"female"
75,"1","430","ceases",29,"female"
75,"1","1892","predicts",29,"female"
75,"1","2217","stops",29,"female"
75,"1","641","ends",29,"female"
75,"1","761","affects",29,"female"
75,"0","1304","precludes",29,"female"
75,"1","394","avoids",29,"female"
75,"1","990","starts",29,"female"
75,"1","971","leads to",29,"female"
75,"1","585","blocks",29,"female"
75,"1","837","halts",29,"female"
92,"1","3774","averts",31,"male"
92,"0","2741","predicts",31,"male"
92,"1","2269","avoids",31,"male"
92,"1","2271","starts",31,"male"
92,"1","1833","precludes",31,"male"
92,"1","3861","produces",31,"male"
92,"0","1513","affects",31,"male"
92,"1","1609","blocks",31,"male"
92,"1","3566","results in",31,"male"
92,"1","1053","halts",31,"male"
92,"1","1096","determines",31,"male"
92,"1","1314","influences",31,"male"
92,"1","763","leads to",31,"male"
92,"1","1187","ceases",31,"male"
92,"1","801","stops",31,"male"
92,"1","879","determines",31,"male"
92,"1","977","starts",31,"male"
92,"1","671","results in",31,"male"
92,"1","803","ends",31,"male"
92,"1","688","influences",31,"male"
92,"1","642","ends",31,"male"
92,"1","693","produces",31,"male"
92,"1","584","affects",31,"male"
92,"1","654","leads to",31,"male"
92,"1","793","predicts",31,"male"
92,"0","911","ceases",31,"male"
92,"1","879","predicts",31,"male"
92,"0","865","averts",31,"male"
92,"1","708","halts",31,"male"
92,"1","637","influences",31,"male"
92,"1","737","results in",31,"male"
92,"1","753","produces",31,"male"
92,"1","584","leads to",31,"male"
92,"1","606","starts",31,"male"
92,"1","652","determines",31,"male"
92,"1","783","affects",31,"male"
92,"1","773","precludes",31,"male"
92,"1","643","starts",31,"male"
92,"1","855","influences",31,"male"
92,"1","852","results in",31,"male"
92,"1","663","produces",31,"male"
92,"0","1138","avoids",31,"male"
92,"1","753","stops",31,"male"
92,"1","624","affects",31,"male"
92,"1","693","blocks",31,"male"
92,"0","1143","avoids",31,"male"
92,"1","662","determines",31,"male"
92,"1","809","ceases",31,"male"
92,"1","838","predicts",31,"male"
92,"1","818","ends",31,"male"
92,"0","1343","halts",31,"male"
92,"1","790","blocks",31,"male"
92,"0","963","averts",31,"male"
92,"1","745","leads to",31,"male"
92,"1","986","stops",31,"male"
92,"1","727","starts",31,"male"
92,"1","960","predicts",31,"male"
92,"1","3376","precludes",31,"male"
92,"1","805","leads to",31,"male"
92,"1","891","precludes",31,"male"
92,"1","725","halts",31,"male"
92,"1","886","affects",31,"male"
92,"1","689","blocks",31,"male"
92,"0","1482","avoids",31,"male"
92,"1","2180","stops",31,"male"
92,"1","1010","averts",31,"male"
92,"1","1201","ends",31,"male"
92,"1","1229","ceases",31,"male"
92,"1","770","determines",31,"male"
92,"1","656","blocks",31,"male"
92,"1","652","stops",31,"male"
92,"1","727","influences",31,"male"
92,"1","855","avoids",31,"male"
92,"1","1075","precludes",31,"male"
92,"1","694","ends",31,"male"
92,"1","753","ceases",31,"male"
92,"1","663","halts",31,"male"
92,"1","770","averts",31,"male"
92,"1","697","results in",31,"male"
92,"1","579","produces",31,"male"
92,"1","1064","ceases",31,"male"
92,"1","708","starts",31,"male"
92,"1","765","determines",31,"male"
92,"1","747","averts",31,"male"
92,"1","804","halts",31,"male"
92,"1","617","affects",31,"male"
92,"0","878","ends",31,"male"
92,"1","1183","precludes",31,"male"
92,"1","902","avoids",31,"male"
92,"1","902","influences",31,"male"
92,"1","640","stops",31,"male"
92,"1","1043","predicts",31,"male"
92,"1","623","blocks",31,"male"
92,"1","1036","leads to",31,"male"
92,"1","640","produces",31,"male"
92,"1","980","precludes",31,"male"
92,"1","971","halts",31,"male"
92,"1","938","ends",31,"male"
92,"1","786","avoids",31,"male"
92,"1","696","results in",31,"male"
92,"1","730","averts",31,"male"
92,"1","779","results in",31,"male"
92,"1","753","ceases",31,"male"
92,"1","824","starts",31,"male"
92,"1","957","predicts",31,"male"
92,"1","772","leads to",31,"male"
92,"1","740","stops",31,"male"
92,"1","907","blocks",31,"male"
92,"1","924","determines",31,"male"
92,"1","1805","ends",31,"male"
92,"1","922","halts",31,"male"
92,"1","1235","influences",31,"male"
92,"1","3719","produces",31,"male"
92,"1","744","averts",31,"male"
92,"1","992","stops",31,"male"
92,"1","966","affects",31,"male"
92,"1","876","leads to",31,"male"
92,"1","704","affects",31,"male"
92,"1","785","blocks",31,"male"
92,"1","1486","predicts",31,"male"
92,"1","936","results in",31,"male"
92,"1","824","ceases",31,"male"
92,"1","661","influences",31,"male"
92,"1","673","starts",31,"male"
92,"1","827","avoids",31,"male"
92,"1","831","produces",31,"male"
92,"1","1197","precludes",31,"male"
92,"1","1506","determines",31,"male"
92,"1","932","influences",31,"male"
92,"1","1099","ceases",31,"male"
92,"1","2149","averts",31,"male"
92,"1","772","results in",31,"male"
92,"1","1394","blocks",31,"male"
92,"1","1785","leads to",31,"male"
92,"1","1991","affects",31,"male"
92,"1","1117","produces",31,"male"
92,"1","1741","determines",31,"male"
92,"1","1654","halts",31,"male"
92,"1","2465","ends",31,"male"
92,"1","1948","avoids",31,"male"
92,"1","724","starts",31,"male"
92,"1","805","stops",31,"male"
92,"1","1235","predicts",31,"male"
92,"1","3654","precludes",31,"male"
92,"1","1057","results in",31,"male"
92,"1","1165","ends",31,"male"
92,"1","932","affects",31,"male"
92,"1","1228","produces",31,"male"
92,"1","961","halts",31,"male"
92,"1","1040","stops",31,"male"
92,"1","900","leads to",31,"male"
92,"1","1149","averts",31,"male"
92,"1","957","determines",31,"male"
92,"1","1101","blocks",31,"male"
92,"1","1854","precludes",31,"male"
92,"0","1809","avoids",31,"male"
92,"0","1453","ceases",31,"male"
92,"1","736","influences",31,"male"
92,"1","824","starts",31,"male"
92,"1","1838","predicts",31,"male"
92,"1","903","avoids",31,"male"
92,"1","1040","ceases",31,"male"
92,"1","676","stops",31,"male"
92,"0","1430","predicts",31,"male"
92,"1","674","ends",31,"male"
92,"1","845","affects",31,"male"
92,"1","696","halts",31,"male"
92,"1","738","averts",31,"male"
92,"1","724","leads to",31,"male"
92,"1","739","determines",31,"male"
92,"1","867","influences",31,"male"
92,"1","653","blocks",31,"male"
92,"1","721","produces",31,"male"
92,"1","650","results in",31,"male"
92,"1","646","precludes",31,"male"
92,"1","618","starts",31,"male"
92,"1","757","halts",31,"male"
92,"1","829","ceases",31,"male"
92,"1","730","results in",31,"male"
92,"1","794","averts",31,"male"
92,"0","936","precludes",31,"male"
92,"1","639","ends",31,"male"
92,"1","700","stops",31,"male"
92,"1","764","leads to",31,"male"
92,"1","1244","avoids",31,"male"
92,"1","712","blocks",31,"male"
92,"1","761","precludes",31,"male"
92,"1","656","blocks",31,"male"
92,"0","1940","halts",31,"male"
92,"1","644","influences",31,"male"
92,"1","823","affects",31,"male"
92,"0","1116","predicts",31,"male"
92,"1","732","starts",31,"male"
92,"1","604","determines",31,"male"
92,"1","1273","ceases",31,"male"
92,"1","668","ends",31,"male"
92,"1","1152","produces",31,"male"
92,"1","1111","determines",31,"male"
92,"1","967","affects",31,"male"
92,"1","765","stops",31,"male"
92,"1","1388","averts",31,"male"
92,"1","730","leads to",31,"male"
92,"1","1275","avoids",31,"male"
92,"1","934","ceases",31,"male"
92,"1","725","results in",31,"male"
92,"1","743","blocks",31,"male"
92,"1","926","stops",31,"male"
92,"1","839","predicts",31,"male"
92,"1","1700","averts",31,"male"
92,"1","764","ends",31,"male"
92,"1","1715","avoids",31,"male"
92,"1","1460","influences",31,"male"
92,"1","768","starts",31,"male"
92,"1","1214","produces",31,"male"
92,"1","1123","halts",31,"male"
92,"1","868","precludes",31,"male"
92,"1","1054","ceases",31,"male"
92,"1","1482","halts",31,"male"
92,"1","1195","influences",31,"male"
92,"1","778","ends",31,"male"
92,"1","825","avoids",31,"male"
92,"1","957","leads to",31,"male"
92,"1","940","results in",31,"male"
92,"1","956","affects",31,"male"
92,"1","1020","blocks",31,"male"
92,"1","1480","determines",31,"male"
92,"1","1083","starts",31,"male"
92,"1","1125","produces",31,"male"
92,"1","3621","predicts",31,"male"
92,"1","755","precludes",31,"male"
92,"1","705","stops",31,"male"
92,"1","1083","leads to",31,"male"
92,"1","1109","influences",31,"male"
92,"0","2174","predicts",31,"male"
92,"1","780","results in",31,"male"
92,"1","803","produces",31,"male"
92,"1","802","starts",31,"male"
92,"1","654","determines",31,"male"
92,"1","802","averts",31,"male"
92,"1","990","affects",31,"male"
61,"0","3357","predicts",30,"male"
61,"1","2368","stops",30,"male"
61,"1","1402","starts",30,"male"
61,"1","1086","produces",30,"male"
61,"0","2398","ends",30,"male"
61,"1","1029","ceases",30,"male"
61,"0","2579","results in",30,"male"
61,"1","2106","affects",30,"male"
61,"1","1591","determines",30,"male"
61,"1","1193","avoids",30,"male"
61,"1","958","blocks",30,"male"
61,"1","710","averts",30,"male"
61,"1","665","halts",30,"male"
61,"0","1311","influences",30,"male"
61,"1","1076","precludes",30,"male"
61,"1","752","leads to",30,"male"
61,"1","1111","leads to",30,"male"
61,"1","2346","influences",30,"male"
61,"1","705","halts",30,"male"
61,"1","668","avoids",30,"male"
61,"1","1636","predicts",30,"male"
61,"0","1555","ends",30,"male"
61,"1","1105","starts",30,"male"
61,"0","1007","averts",30,"male"
61,"1","843","ceases",30,"male"
61,"0","1000","affects",30,"male"
61,"1","1262","produces",30,"male"
61,"1","799","blocks",30,"male"
61,"1","864","determines",30,"male"
61,"1","874","precludes",30,"male"
61,"1","910","stops",30,"male"
61,"1","1131","results in",30,"male"
61,"1","634","determines",30,"male"
61,"1","1353","precludes",30,"male"
61,"1","856","predicts",30,"male"
61,"1","1379","ends",30,"male"
61,"1","728","avoids",30,"male"
61,"1","899","ceases",30,"male"
61,"1","911","affects",30,"male"
61,"1","767","averts",30,"male"
61,"1","752","halts",30,"male"
61,"1","681","stops",30,"male"
61,"1","649","starts",30,"male"
61,"1","797","blocks",30,"male"
61,"1","539","blocks",30,"male"
61,"1","760","produces",30,"male"
61,"1","1169","leads to",30,"male"
61,"0","1108","halts",30,"male"
61,"1","919","results in",30,"male"
61,"1","831","stops",30,"male"
61,"1","1199","influences",30,"male"
61,"1","1196","affects",30,"male"
61,"1","1057","predicts",30,"male"
61,"1","707","averts",30,"male"
61,"1","542","avoids",30,"male"
61,"1","850","leads to",30,"male"
61,"1","1014","ceases",30,"male"
61,"1","731","precludes",30,"male"
61,"1","711","influences",30,"male"
61,"1","883","produces",30,"male"
61,"0","1091","ends",30,"male"
61,"1","1076","ceases",30,"male"
61,"1","1023","halts",30,"male"
61,"1","749","starts",30,"male"
61,"1","943","results in",30,"male"
61,"1","758","averts",30,"male"
61,"1","1553","determines",30,"male"
61,"1","742","predicts",30,"male"
61,"1","694","avoids",30,"male"
61,"1","899","determines",30,"male"
61,"1","725","precludes",30,"male"
61,"1","646","stops",30,"male"
61,"1","1509","ends",30,"male"
61,"1","711","leads to",30,"male"
61,"1","1402","affects",30,"male"
61,"1","718","influences",30,"male"
61,"1","809","starts",30,"male"
61,"1","734","blocks",30,"male"
61,"1","946","produces",30,"male"
61,"1","1179","results in",30,"male"
61,"1","1570","predicts",30,"male"
61,"1","1407","starts",30,"male"
61,"1","1074","leads to",30,"male"
61,"1","1083","averts",30,"male"
61,"1","1409","influences",30,"male"
61,"1","690","precludes",30,"male"
61,"1","629","halts",30,"male"
61,"1","790","determines",30,"male"
61,"1","988","stops",30,"male"
61,"1","955","results in",30,"male"
61,"1","762","ceases",30,"male"
61,"1","971","ends",30,"male"
61,"1","562","blocks",30,"male"
61,"1","637","affects",30,"male"
61,"1","626","avoids",30,"male"
61,"1","600","ceases",30,"male"
61,"1","609","avoids",30,"male"
61,"1","706","produces",30,"male"
61,"1","675","blocks",30,"male"
61,"1","584","halts",30,"male"
61,"1","611","produces",30,"male"
61,"1","712","precludes",30,"male"
61,"1","667","ends",30,"male"
61,"1","706","predicts",30,"male"
61,"1","661","leads to",30,"male"
61,"1","658","influences",30,"male"
61,"1","671","determines",30,"male"
61,"1","610","stops",30,"male"
61,"1","538","averts",30,"male"
61,"1","734","affects",30,"male"
61,"1","656","results in",30,"male"
61,"1","662","starts",30,"male"
61,"1","588","affects",30,"male"
61,"1","674","ceases",30,"male"
61,"1","640","produces",30,"male"
61,"1","660","averts",30,"male"
61,"1","705","precludes",30,"male"
61,"1","662","leads to",30,"male"
61,"1","609","ends",30,"male"
61,"1","586","results in",30,"male"
61,"1","674","blocks",30,"male"
61,"1","654","avoids",30,"male"
61,"1","620","halts",30,"male"
61,"1","738","stops",30,"male"
61,"1","605","influences",30,"male"
61,"1","781","predicts",30,"male"
61,"1","763","stops",30,"male"
61,"1","573","starts",30,"male"
61,"1","654","determines",30,"male"
61,"1","636","influences",30,"male"
61,"1","616","halts",30,"male"
61,"1","503","averts",30,"male"
61,"1","555","blocks",30,"male"
61,"1","574","starts",30,"male"
61,"1","615","predicts",30,"male"
61,"1","631","results in",30,"male"
61,"1","638","affects",30,"male"
61,"1","604","produces",30,"male"
61,"1","708","determines",30,"male"
61,"1","701","ceases",30,"male"
61,"1","657","precludes",30,"male"
61,"0","886","leads to",30,"male"
61,"1","655","avoids",30,"male"
61,"1","604","ends",30,"male"
61,"1","667","averts",30,"male"
61,"1","634","results in",30,"male"
61,"1","633","produces",30,"male"
61,"1","624","predicts",30,"male"
61,"1","623","leads to",30,"male"
61,"1","581","affects",30,"male"
61,"1","605","precludes",30,"male"
61,"1","580","stops",30,"male"
61,"1","645","blocks",30,"male"
61,"1","483","avoids",30,"male"
61,"1","768","halts",30,"male"
61,"1","659","starts",30,"male"
61,"1","663","ceases",30,"male"
61,"1","812","ends",30,"male"
61,"1","957","determines",30,"male"
61,"1","660","influences",30,"male"
61,"1","1545","blocks",30,"male"
61,"1","951","leads to",30,"male"
61,"1","575","affects",30,"male"
61,"1","897","starts",30,"male"
61,"0","993","avoids",30,"male"
61,"1","696","results in",30,"male"
